,Area,District,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
8830,Balochistan,Musakhel,Jowar,1986,0,867,82448,11.87
8831,Balochistan,Musakhel,Jowar,1987,0,867,76099,11.34
8832,Balochistan,Musakhel,Jowar,1988,0,867,76099,11.34
8833,Balochistan,Musakhel,Jowar,1989,0,867,76099,11.34
8834,Balochistan,Musakhel,Jowar,1990,0,867,76099,11.34
8835,Balochistan,Musakhel,Jowar,1991,0,867,76099,11.34
8836,Balochistan,Musakhel,Jowar,1992,888.8888889,867,76099,11.34
8837,Balochistan,Musakhel,Jowar,1993,1000,867,78265,11.55
8838,Balochistan,Musakhel,Jowar,1994,1000,867,78265,11.55
8839,Balochistan,Musakhel,Jowar,1995,666.6666667,867,78265,11.55
8840,Balochistan,Musakhel,Jowar,1996,666.6666667,867,78265,11.55
8841,Balochistan,Musakhel,Jowar,1997,1000,867,78265,11.55
8842,Balochistan,Musakhel,Jowar,1998,1000,867,78265,11.55
8843,Balochistan,Musakhel,Jowar,1999,2000,867,71612,11.79
8844,Balochistan,Musakhel,Jowar,2000,0,867,71612,11.79
8845,Balochistan,Musakhel,Jowar,2001,0,867,71612,11.79
8846,Balochistan,Musakhel,Jowar,2002,0,867,71612,11.79
8847,Balochistan,Musakhel,Jowar,2003,750,867,71612,11.79
8848,Balochistan,Musakhel,Jowar,2004,750,867,71612,11.79
8849,Balochistan,Musakhel,Jowar,2005,500,867,77255,11.75
8850,Balochistan,Musakhel,Jowar,2006,1000,867,77255,11.75
8851,Balochistan,Musakhel,Jowar,2007,1000,867,77255,11.75
8852,Balochistan,Musakhel,Jowar,2008,750,867,77255,11.75
8853,Balochistan,Killa Saifullah,Jowar,1981,0,867,77255,11.75
8854,Balochistan,Killa Saifullah,Jowar,1982,0,867,77255,11.75
8855,Balochistan,Killa Saifullah,Jowar,1983,0,867,78577,11.28
8856,Balochistan,Killa Saifullah,Jowar,1984,0,867,78577,11.28
8857,Balochistan,Killa Saifullah,Jowar,1985,0,867,78577,11.28
8858,Balochistan,Killa Saifullah,Jowar,1986,0,867,78577,11.28
8859,Balochistan,Killa Saifullah,Jowar,1987,0,867,78577,11.28
8860,Balochistan,Killa Saifullah,Jowar,1988,0,867,78577,11.28
8861,Balochistan,Killa Saifullah,Jowar,1989,0,867,63676,11.46
8862,Balochistan,Killa Saifullah,Jowar,1990,500,867,63676,11.46
8863,Balochistan,Killa Saifullah,Jowar,1991,1000,867,63676,11.46
8864,Balochistan,Killa Saifullah,Jowar,1992,1000,867,63676,11.46
8865,Balochistan,Killa Saifullah,Jowar,1993,750,867,63676,11.46
8866,Balochistan,Killa Saifullah,Jowar,1994,1000,867,63676,11.46
8867,Balochistan,Killa Saifullah,Jowar,1995,1000,867,61903,10.41
8868,Balochistan,Killa Saifullah,Jowar,1996,1000,867,61903,10.41
8869,Balochistan,Killa Saifullah,Jowar,1997,1000,867,61903,10.41
8870,Balochistan,Killa Saifullah,Jowar,1998,1000,867,61903,10.41
8871,Balochistan,Killa Saifullah,Jowar,1999,1000,867,61903,10.41
8872,Balochistan,Killa Saifullah,Jowar,2000,1000,867,61903,10.41
8873,Balochistan,Killa Saifullah,Jowar,2001,1000,867,61039,12.33
8874,Balochistan,Killa Saifullah,Jowar,2002,1000,867,61039,12.33
8875,Balochistan,Killa Saifullah,Jowar,2003,1000,867,61039,12.33
8876,Balochistan,Killa Saifullah,Jowar,2004,1000,867,61039,12.33
8877,Balochistan,Killa Saifullah,Jowar,2005,1000,867,61039,12.33
8878,Balochistan,Killa Saifullah,Jowar,2006,1000,867,61039,12.33
8879,Balochistan,Killa Saifullah,Jowar,2007,0,867,63547.59,11.22
8880,Balochistan,Killa Saifullah,Jowar,2008,0,867,63547.59,11.22
8881,Balochistan,Jafferabad,Jowar,1981,0,867,63547.59,11.22
8882,Balochistan,Jafferabad,Jowar,1982,0,867,63547.59,11.22
8883,Balochistan,Jafferabad,Jowar,1983,0,867,63547.59,11.22
8884,Balochistan,Jafferabad,Jowar,1984,0,867,63547.59,11.22
8885,Balochistan,Jafferabad,Jowar,1985,0,867,66497.29,11.01
8886,Balochistan,Jafferabad,Jowar,1986,0,867,66497.29,11.01
8887,Balochistan,Jafferabad,Jowar,1987,1000,867,66497.29,11.01
8888,Balochistan,Jafferabad,Jowar,1988,1000,867,66497.29,11.01
8889,Balochistan,Jafferabad,Jowar,1989,1000,867,66497.29,11.01
8890,Balochistan,Jafferabad,Jowar,1990,905.6603774,867,66497.29,11.01
8891,Balochistan,Jafferabad,Jowar,1991,1000,700,31289,10.71
8892,Balochistan,Jafferabad,Jowar,1992,1000,700,31289,10.08
8893,Balochistan,Jafferabad,Jowar,1993,1015.151515,700,31289,5.92
8894,Balochistan,Jafferabad,Jowar,1994,1038.461538,700,31289,10.71
8895,Balochistan,Jafferabad,Jowar,1995,1046.153846,700,31289,10.08
8896,Balochistan,Jafferabad,Jowar,1996,742.8571429,700,31289,5.92
8897,Balochistan,Jafferabad,Jowar,1997,840.5797101,700,31289,10.71
8898,Balochistan,Jafferabad,Jowar,1998,836.0655738,700,31289,10.08
8899,Balochistan,Jafferabad,Jowar,1999,846.1538462,700,31289,5.92
8900,Balochistan,Jafferabad,Jowar,2000,0,700,31289,10.71
8901,Balochistan,Jafferabad,Jowar,2001,0,700,31289,10.08
8902,Balochistan,Jafferabad,Jowar,2002,0,700,31289,5.92
8903,Balochistan,Jafferabad,Jowar,2003,911.7647059,700,32006,9.36
8904,Balochistan,Jafferabad,Jowar,2004,1000,700,32006,8.79
8905,Balochistan,Jafferabad,Jowar,2005,1000,700,32006,4.93
8906,Balochistan,Jafferabad,Jowar,2006,750,700,32006,9.36
8907,Balochistan,Jafferabad,Jowar,2007,1000,700,32006,8.79
8908,Balochistan,Jafferabad,Jowar,2008,1000,700,32006,4.93
8909,Balochistan,Nasirabad,Jowar,1981,701.3574661,700,32006,9.36
8910,Balochistan,Nasirabad,Jowar,1982,698.7447699,700,32006,8.79
8911,Balochistan,Nasirabad,Jowar,1983,709.0163934,700,32006,4.93
8912,Balochistan,Nasirabad,Jowar,1984,711.9341564,700,32006,9.36
8913,Balochistan,Nasirabad,Jowar,1985,713.1147541,700,32006,8.79
8914,Balochistan,Nasirabad,Jowar,1986,0,700,32006,4.93
8915,Balochistan,Nasirabad,Jowar,1987,0,700,29542,10.38
8916,Balochistan,Nasirabad,Jowar,1988,0,700,29542,9.84
8917,Balochistan,Nasirabad,Jowar,1989,0,700,29542,5.91
8918,Balochistan,Nasirabad,Jowar,1990,0,700,29542,10.38
8919,Balochistan,Nasirabad,Jowar,1991,0,700,29542,9.84
8920,Balochistan,Nasirabad,Jowar,1992,779.5275591,700,29542,5.91
8921,Balochistan,Nasirabad,Jowar,1993,866.6666667,700,29542,10.38
8922,Balochistan,Nasirabad,Jowar,1994,848.4848485,700,29542,9.84
8923,Balochistan,Nasirabad,Jowar,1995,843.2835821,700,29542,5.91
8924,Balochistan,Nasirabad,Jowar,1996,1000,700,29542,10.38
8925,Balochistan,Nasirabad,Jowar,1997,876.9230769,700,29542,9.84
8926,Balochistan,Nasirabad,Jowar,1998,1102.040816,700,29542,5.91
8927,Balochistan,Nasirabad,Jowar,1999,1027.777778,700,25170,9.34
8928,Balochistan,Nasirabad,Jowar,2000,907.6923077,700,25170,8.57
8929,Balochistan,Nasirabad,Jowar,2001,907.6923077,700,25170,5.33
8930,Balochistan,Nasirabad,Jowar,2002,868.852459,700,25170,9.34
8931,Balochistan,Nasirabad,Jowar,2003,849.5575221,700,25170,8.57
8932,Balochistan,Nasirabad,Jowar,2004,858.4070796,700,25170,5.33
8933,Balochistan,Nasirabad,Jowar,2005,832.2580645,700,25170,9.34
8934,Balochistan,Nasirabad,Jowar,2006,833.3333333,700,25170,8.57
8935,Balochistan,Nasirabad,Jowar,2007,852.173913,700,25170,5.33
8936,Balochistan,Nasirabad,Jowar,2008,846.7741935,700,25170,9.34
8937,Balochistan,Awaran,Jowar,1981,0,700,25170,8.57
8938,Balochistan,Awaran,Jowar,1982,0,700,25170,5.33
8939,Balochistan,Awaran,Jowar,1983,0,700,26330,10.43
8940,Balochistan,Awaran,Jowar,1984,0,700,26330,9.73
8941,Balochistan,Awaran,Jowar,1985,0,700,26330,6.64
8942,Balochistan,Awaran,Jowar,1986,0,700,26330,10.43
8943,Balochistan,Awaran,Jowar,1987,0,700,26330,9.73
8944,Balochistan,Awaran,Jowar,1988,0,700,26330,6.64
8945,Balochistan,Awaran,Jowar,1989,0,700,26330,10.43
8946,Balochistan,Awaran,Jowar,1990,0,700,26330,9.73
8947,Balochistan,Awaran,Jowar,1991,0,700,26330,6.64
8948,Balochistan,Awaran,Jowar,1992,0,700,26330,10.43
8949,Balochistan,Awaran,Jowar,1993,0,700,26330,9.73
8950,Balochistan,Awaran,Jowar,1994,0,700,26330,6.64
8951,Balochistan,Awaran,Jowar,1995,0,700,30090,9.75
8952,Balochistan,Awaran,Jowar,1996,0,700,30090,9.16
8953,Balochistan,Awaran,Jowar,1997,0,700,30090,5.33
8954,Balochistan,Awaran,Jowar,1998,0,700,30090,9.75
8955,Balochistan,Awaran,Jowar,1999,0,700,30090,9.16
8956,Balochistan,Awaran,Jowar,2000,0,700,30090,5.33
8957,Balochistan,Awaran,Jowar,2001,0,700,30090,9.75
8958,Balochistan,Awaran,Jowar,2002,0,700,30090,9.16
8959,Balochistan,Awaran,Jowar,2003,0,700,30090,5.33
8960,Balochistan,Awaran,Jowar,2004,2000,700,30090,9.75
8961,Balochistan,Awaran,Jowar,2005,1000,700,30090,9.16
8962,Balochistan,Awaran,Jowar,2006,1000,700,30090,5.33
8963,Balochistan,Awaran,Jowar,2007,1000,700,31683,7.88
8964,Balochistan,Awaran,Jowar,2008,1000,700,31683,7.42
8965,Balochistan,Gwadar,Jowar,1981,0,700,31683,4.49
8966,Balochistan,Gwadar,Jowar,1982,444.4444444,700,31683,7.88
8967,Balochistan,Gwadar,Jowar,1983,333.3333333,700,31683,7.42
8968,Balochistan,Gwadar,Jowar,1984,333.3333333,700,31683,4.49
8969,Balochistan,Gwadar,Jowar,1985,500,700,31683,7.88
8970,Balochistan,Gwadar,Jowar,1986,333.3333333,700,31683,7.42
8971,Balochistan,Gwadar,Jowar,1987,0,700,31683,4.49
8972,Balochistan,Gwadar,Jowar,1988,0,700,31683,7.88
8973,Balochistan,Gwadar,Jowar,1989,0,700,31683,7.42
8974,Balochistan,Gwadar,Jowar,1990,0,700,31683,4.49
8975,Balochistan,Gwadar,Jowar,1991,1000,700,30414,9.73
8976,Balochistan,Gwadar,Jowar,1992,500,700,30414,9.27
8977,Balochistan,Gwadar,Jowar,1993,1000,700,30414,5.79
8978,Balochistan,Gwadar,Jowar,1994,1000,700,30414,9.73
8979,Balochistan,Gwadar,Jowar,1995,0,700,30414,9.27
8980,Balochistan,Gwadar,Jowar,1996,0,700,30414,5.79
8981,Balochistan,Gwadar,Jowar,1997,1000,700,30414,9.73
8982,Balochistan,Gwadar,Jowar,1998,0,700,30414,9.27
8983,Balochistan,Gwadar,Jowar,1999,0,700,30414,5.79
8984,Balochistan,Gwadar,Jowar,2000,0,700,30414,9.73
8985,Balochistan,Gwadar,Jowar,2001,0,700,30414,9.27
8986,Balochistan,Gwadar,Jowar,2002,0,700,30414,5.79
8987,Balochistan,Gwadar,Jowar,2003,0,700,33377,10.05
8988,Balochistan,Gwadar,Jowar,2004,0,700,33377,9.31
8989,Balochistan,Gwadar,Jowar,2005,0,700,33377,5.66
8990,Balochistan,Gwadar,Jowar,2006,0,700,33377,10.05
8991,Balochistan,Gwadar,Jowar,2007,0,700,33377,9.31
8992,Balochistan,Gwadar,Jowar,2008,0,700,33377,5.66
8993,Balochistan,Jhal Magsi,Jowar,1981,0,700,33377,10.05
8994,Balochistan,Jhal Magsi,Jowar,1982,0,700,33377,9.31
8995,Balochistan,Jhal Magsi,Jowar,1983,0,700,33377,5.66
8996,Balochistan,Jhal Magsi,Jowar,1984,0,700,33377,10.05
8997,Balochistan,Jhal Magsi,Jowar,1985,0,700,33377,9.31
8998,Balochistan,Jhal Magsi,Jowar,1986,0,700,33377,5.66
8999,Balochistan,Jhal Magsi,Jowar,1987,0,700,30019,10.58
9000,Balochistan,Jhal Magsi,Jowar,1988,0,700,30019,10.02
9001,Balochistan,Jhal Magsi,Jowar,1989,0,700,30019,5.55
9002,Balochistan,Jhal Magsi,Jowar,1990,0,700,30019,10.58
9003,Balochistan,Jhal Magsi,Jowar,1991,0,700,30019,10.02
9004,Balochistan,Jhal Magsi,Jowar,1992,900,700,30019,5.55
9005,Balochistan,Jhal Magsi,Jowar,1993,933.3333333,700,30019,10.58
9006,Balochistan,Jhal Magsi,Jowar,1994,801.980198,700,30019,10.02
9007,Balochistan,Jhal Magsi,Jowar,1995,804.8780488,700,30019,5.55
9008,Balochistan,Jhal Magsi,Jowar,1996,857.1428571,700,30019,10.58
9009,Balochistan,Jhal Magsi,Jowar,1997,1000,700,30019,10.02
9010,Balochistan,Jhal Magsi,Jowar,1998,1000,700,30019,5.55
9011,Balochistan,Jhal Magsi,Jowar,1999,1000,700,35273.17,10.96
9012,Balochistan,Jhal Magsi,Jowar,2000,0,700,35273.17,10.12
9013,Balochistan,Jhal Magsi,Jowar,2001,0,700,35273.17,6.33
9014,Balochistan,Jhal Magsi,Jowar,2002,0,700,35273.17,10.96
9015,Balochistan,Jhal Magsi,Jowar,2003,1000,700,35273.17,10.12
9016,Balochistan,Jhal Magsi,Jowar,2004,666.6666667,700,35273.17,6.33
9017,Balochistan,Jhal Magsi,Jowar,2005,756.097561,700,35273.17,10.96
9018,Balochistan,Jhal Magsi,Jowar,2006,760.8695652,700,35273.17,10.12
9019,Balochistan,Jhal Magsi,Jowar,2007,1000,700,35273.17,6.33
9020,Balochistan,Jhal Magsi,Jowar,2008,890.9090909,700,35273.17,10.96
9021,Balochistan,Kharan,Jowar,1981,0,700,35273.17,10.12
9022,Balochistan,Kharan,Jowar,1982,0,700,35273.17,6.33
9023,Balochistan,Kharan,Jowar,1983,500,700,33423.49,9.69
9024,Balochistan,Kharan,Jowar,1984,500,700,33423.49,9.19
9025,Balochistan,Kharan,Jowar,1986,500,700,33423.49,5.59
9026,Balochistan,Kharan,Jowar,1987,500,700,33423.49,9.69
9027,Balochistan,Kharan,Jowar,1988,0,700,33423.49,9.19
9028,Balochistan,Kharan,Jowar,1989,0,700,33423.49,5.59
9029,Balochistan,Kharan,Jowar,1990,500,700,33423.49,9.69
9030,Balochistan,Kharan,Jowar,1991,0,700,33423.49,9.19
9031,Balochistan,Kharan,Jowar,1992,777.7777778,700,33423.49,5.59
9032,Balochistan,Kharan,Jowar,1993,750,700,33423.49,9.69
9033,Balochistan,Kharan,Jowar,1994,750,700,33423.49,9.19
9034,Balochistan,Kharan,Jowar,1995,1000,700,33423.49,5.59
9035,Balochistan,Kharan,Jowar,1996,500,700,34431.72,10.26
9036,Balochistan,Kharan,Jowar,1997,1000,700,34431.72,9.86
9037,Balochistan,Kharan,Jowar,1998,1000,700,34431.72,6.26
9038,Balochistan,Kharan,Jowar,1999,0,700,34431.72,10.26
9039,Balochistan,Kharan,Jowar,2000,846.1538462,700,34431.72,9.86
9040,Balochistan,Kharan,Jowar,2001,916.6666667,700,34431.72,6.26
9041,Balochistan,Kharan,Jowar,2002,1000,700,34431.72,10.26
9042,Balochistan,Kharan,Jowar,2003,1000,700,34431.72,9.86
9043,Balochistan,Kharan,Jowar,2004,666.6666667,700,34431.72,6.26
9044,Balochistan,Kharan,Jowar,2005,1000,700,34431.72,10.26
9045,Balochistan,Kharan,Jowar,2006,1000,700,34431.72,9.86
9046,Balochistan,Kharan,Jowar,2007,857.1428571,700,34431.72,6.26
9047,Balochistan,Kharan,Jowar,2008,1000,700,34930.37,9.82
9048,Balochistan,Khuzdar,Jowar,1981,666.6666667,700,34930.37,9.48
9049,Balochistan,Khuzdar,Jowar,1982,454.5454545,700,34930.37,5.43
9050,Balochistan,Khuzdar,Jowar,1983,666.6666667,700,34930.37,9.82
9051,Balochistan,Khuzdar,Jowar,1984,333.3333333,700,34930.37,9.48
9052,Balochistan,Khuzdar,Jowar,1985,666.6666667,700,34930.37,5.43
9053,Balochistan,Khuzdar,Jowar,1986,666.6666667,700,34930.37,9.82
9054,Balochistan,Khuzdar,Jowar,1987,500,700,34930.37,9.48
9055,Balochistan,Khuzdar,Jowar,1988,636.3636364,700,34930.37,5.43
9056,Balochistan,Khuzdar,Jowar,1989,636.3636364,700,36386.27,9.92
9057,Balochistan,Khuzdar,Jowar,1990,1000,700,36386.27,9.58
9058,Balochistan,Khuzdar,Jowar,1991,1000,700,36386.27,5.01
9059,Balochistan,Khuzdar,Jowar,1992,1000,700,36386.27,9.92
9060,Balochistan,Khuzdar,Jowar,1993,666.6666667,700,36386.27,9.58
9061,Balochistan,Khuzdar,Jowar,1994,1000,700,36386.27,5.01
9062,Balochistan,Khuzdar,Jowar,1995,1000,700,36386.27,9.92
9063,Balochistan,Khuzdar,Jowar,1996,0,700,36386.27,9.58
9064,Balochistan,Khuzdar,Jowar,1997,0,700,36386.27,5.01
9065,Balochistan,Khuzdar,Jowar,1998,0,700,38540.15,10.55
9066,Balochistan,Khuzdar,Jowar,1999,0,700,38540.15,10.15
9067,Balochistan,Khuzdar,Jowar,2000,1000,700,38540.15,5.94
9068,Balochistan,Khuzdar,Jowar,2001,0,700,38540.15,10.55
9069,Balochistan,Khuzdar,Jowar,2002,0,700,38540.15,10.15
9070,Balochistan,Khuzdar,Jowar,2003,0,700,38540.15,5.94
9071,Balochistan,Khuzdar,Jowar,2004,666.6666667,700,38540.15,10.55
9072,Balochistan,Khuzdar,Jowar,2005,1000,700,38540.15,10.15
9073,Balochistan,Khuzdar,Jowar,2006,1000,700,38540.15,5.94
9074,Balochistan,Khuzdar,Jowar,2007,1000,700,38540.15,10.55
9075,Balochistan,Khuzdar,Jowar,2008,1000,700,38540.15,10.15
9076,Balochistan,Lasbela,Jowar,1981,486.1111111,700,38540.15,5.94
9077,Balochistan,Lasbela,Jowar,1982,484.4720497,700,40740.64,10.88
9078,Balochistan,Lasbela,Jowar,1983,493.2432432,700,40740.64,10.37
9079,Balochistan,Lasbela,Jowar,1984,508.7719298,700,40740.64,6.28
9080,Balochistan,Lasbela,Jowar,1985,500,700,40740.64,10.88
9081,Balochistan,Lasbela,Jowar,1986,500,700,40740.64,10.37
9082,Balochistan,Lasbela,Jowar,1987,333.3333333,700,40740.64,6.28
9083,Balochistan,Lasbela,Jowar,1988,625,700,40740.64,10.88
9084,Balochistan,Lasbela,Jowar,1989,564.516129,700,40740.64,10.37
9085,Balochistan,Lasbela,Jowar,1990,612.9032258,700,40740.64,6.28
9086,Balochistan,Lasbela,Jowar,1991,596.7741935,700,40740.64,10.88
9087,Balochistan,Lasbela,Jowar,1992,696.4285714,700,40740.64,10.37
9088,Balochistan,Lasbela,Jowar,1993,690.9090909,700,40740.64,6.28
9089,Balochistan,Lasbela,Jowar,1994,753.2467532,700,43413.01,10.66
9090,Balochistan,Lasbela,Jowar,1995,649.3506494,700,43413.01,10.04
9091,Balochistan,Lasbela,Jowar,1996,0,700,43413.01,5.94
9092,Balochistan,Lasbela,Jowar,1997,1000,700,43413.01,10.66
9093,Balochistan,Lasbela,Jowar,1998,1333.333333,700,43413.01,10.04
9094,Balochistan,Lasbela,Jowar,1999,1333.333333,700,43413.01,5.94
9095,Balochistan,Lasbela,Jowar,2000,1000,700,43413.01,10.66
9096,Balochistan,Lasbela,Jowar,2001,1000,700,43413.01,10.04
9097,Balochistan,Lasbela,Jowar,2002,0,700,43413.01,5.94
9098,Balochistan,Lasbela,Jowar,2003,0,700,43413.01,10.66
9099,Balochistan,Lasbela,Jowar,2004,1000,700,43413.01,10.04
9100,Balochistan,Lasbela,Jowar,2005,800,700,43413.01,5.94
9101,Balochistan,Lasbela,Jowar,2006,727.2727273,700,39289.43,10.06
9102,Balochistan,Lasbela,Jowar,2007,558.1395349,700,39289.43,9.61
9103,Balochistan,Lasbela,Jowar,2008,700,700,39289.43,5.89
9104,Balochistan,Mastung,Jowar,1981,0,700,39289.43,10.06
9105,Balochistan,Mastung,Jowar,1982,0,700,39289.43,9.61
9106,Balochistan,Mastung,Jowar,1983,0,700,39289.43,5.89
9107,Balochistan,Mastung,Jowar,1984,0,700,39289.43,10.06
9108,Balochistan,Mastung,Jowar,1985,0,700,39289.43,9.61
9109,Balochistan,Mastung,Jowar,1986,0,700,39289.43,5.89
9110,Balochistan,Mastung,Jowar,1987,0,700,39289.43,10.06
9111,Balochistan,Mastung,Jowar,1988,0,700,39289.43,9.61
9112,Balochistan,Mastung,Jowar,1989,0,700,39289.43,5.89
9113,Balochistan,Mastung,Jowar,1990,0,700,40832.42,8.61
9114,Balochistan,Mastung,Jowar,1991,0,700,40832.42,7.97
9115,Balochistan,Mastung,Jowar,1992,0,700,40832.42,4.85
9116,Balochistan,Mastung,Jowar,1993,0,700,40832.42,8.61
9117,Balochistan,Mastung,Jowar,1994,1000,700,40832.42,7.97
9118,Balochistan,Mastung,Jowar,1995,1000,700,40832.42,4.85
9119,Balochistan,Mastung,Jowar,1996,1000,700,40832.42,8.61
9120,Balochistan,Mastung,Jowar,1997,1000,700,40832.42,7.97
9121,Balochistan,Mastung,Jowar,1998,1000,700,40832.42,4.85
9122,Balochistan,Mastung,Jowar,1999,0,700,40832.42,8.61
9123,Balochistan,Mastung,Jowar,2000,0,700,40832.42,7.97
9124,Balochistan,Mastung,Jowar,2001,0,700,40832.42,4.85
9125,Balochistan,Mastung,Jowar,2002,0,700,43754.35,10.56
9126,Balochistan,Mastung,Jowar,2003,0,700,43754.35,9.73
9127,Balochistan,Mastung,Jowar,2004,0,700,43754.35,6.56
9128,Balochistan,Mastung,Jowar,2005,0,700,43754.35,10.56
9129,Balochistan,Mastung,Jowar,2006,0,700,43754.35,9.73
9130,Balochistan,Mastung,Jowar,2007,0,700,43754.35,6.56
9131,Balochistan,Mastung,Jowar,2008,0,700,43754.35,10.56
9132,Balochistan,Panjgur,Jowar,1982,1000,700,43754.35,9.73
9133,Balochistan,Panjgur,Jowar,1984,0,700,43754.35,6.56
9134,Balochistan,Panjgur,Jowar,1986,0,700,43754.35,10.56
9135,Balochistan,Panjgur,Jowar,1987,0,700,43754.35,9.73
9136,Balochistan,Panjgur,Jowar,1988,0,700,43754.35,6.56
9137,Balochistan,Panjgur,Jowar,1989,0,700,45522.5,9.96
9138,Balochistan,Panjgur,Jowar,1990,1000,700,45522.5,9.2
9139,Balochistan,Panjgur,Jowar,1991,0,700,45522.5,5.88
9140,Balochistan,Panjgur,Jowar,1992,0,700,45522.5,9.96
9141,Balochistan,Panjgur,Jowar,1993,0,700,45522.5,9.2
9142,Balochistan,Panjgur,Jowar,1994,0,700,45522.5,5.88
9143,Balochistan,Panjgur,Jowar,1995,0,700,45522.5,9.96
9144,Balochistan,Panjgur,Jowar,1996,1000,700,45522.5,9.2
9145,Balochistan,Panjgur,Jowar,1997,0,700,45522.5,5.88
9146,Balochistan,Panjgur,Jowar,1998,0,700,45522.5,9.96
9147,Balochistan,Panjgur,Jowar,1999,0,700,45522.5,9.2
9148,Balochistan,Panjgur,Jowar,2000,0,700,45522.5,5.88
9149,Balochistan,Panjgur,Jowar,2001,0,700,43756.1,10.12
9150,Balochistan,Panjgur,Jowar,2002,0,700,43756.1,9.17
9151,Balochistan,Panjgur,Jowar,2003,0,700,43756.1,6
9152,Balochistan,Panjgur,Jowar,2004,0,700,43756.1,10.12
9153,Balochistan,Panjgur,Jowar,2005,0,700,43756.1,9.17
9154,Balochistan,Panjgur,Jowar,2008,0,700,43756.1,6
9155,Punjab,Attock,Barley,1981,697.6744186,700,43756.1,10.12
9156,Punjab,Attock,Barley,1982,448.2758621,700,43756.1,9.17
9157,Punjab,Attock,Barley,1983,545.4545455,700,43756.1,6
9158,Punjab,Attock,Barley,1984,540.5405405,700,43756.1,10.12
9159,Punjab,Attock,Barley,1985,577.7777778,700,43756.1,9.17
9160,Punjab,Attock,Barley,1986,578.9473684,700,43756.1,6
9161,Punjab,Attock,Barley,1987,487.1794872,1187,65.8,26.73
9162,Punjab,Attock,Barley,1988,500,1187,65.8,26.73
9163,Punjab,Attock,Barley,1989,585.3658537,1187,65.8,26.73
9164,Punjab,Attock,Barley,1990,595.2380952,1187,65.8,26.73
9165,Punjab,Attock,Barley,1991,594.5945946,1187,65.8,26.73
9166,Punjab,Attock,Barley,1992,593.75,1187,65.8,26.73
9167,Punjab,Attock,Barley,1993,482.7586207,1187,65.8,26.6
9168,Punjab,Attock,Barley,1994,629.6296296,1187,65.8,26.6
9169,Punjab,Attock,Barley,1995,593.75,1187,65.8,26.6
9170,Punjab,Attock,Barley,1996,642.8571429,1187,65.8,26.6
9171,Punjab,Attock,Barley,1997,766.6666667,1187,65.8,26.6
9172,Punjab,Attock,Barley,1998,666.6666667,1187,65.8,26.6
9173,Punjab,Attock,Barley,1999,800,1187,65.8,26.47
9174,Punjab,Attock,Barley,2000,733.3333333,1187,65.8,26.47
9175,Punjab,Attock,Barley,2001,666.6666667,1187,65.8,26.47
9176,Punjab,Attock,Barley,2002,904.7619048,1187,65.8,26.47
9177,Punjab,Attock,Barley,2003,789.4736842,1187,65.8,26.47
9178,Punjab,Attock,Barley,2004,774.1935484,1187,65.8,26.47
9179,Punjab,Attock,Barley,2005,833.3333333,1187,65.8,26.67
9180,Punjab,Attock,Barley,2006,884.6153846,1187,65.8,26.67
9181,Punjab,Attock,Barley,2007,782.6086957,1187,65.8,26.67
9182,Punjab,Attock,Barley,2008,760,1187,65.8,26.67
9183,Punjab,Bhakkar,Barley,1981,493.1129477,1187,65.8,26.67
9184,Punjab,Bhakkar,Barley,1982,697.1544715,1187,65.8,26.67
9185,Punjab,Bhakkar,Barley,1983,713.1782946,1187,65.8,26.62
9186,Punjab,Bhakkar,Barley,1984,661.7647059,1187,65.8,26.62
9187,Punjab,Bhakkar,Barley,1985,632.183908,1187,65.8,26.62
9188,Punjab,Bhakkar,Barley,1986,650.7936508,1187,65.8,26.62
9189,Punjab,Bhakkar,Barley,1987,628.5714286,1187,65.8,26.62
9190,Punjab,Bhakkar,Barley,1988,614.0350877,1187,65.8,26.62
9191,Punjab,Bhakkar,Barley,1989,666.6666667,1187,65.8,26.87
9192,Punjab,Bhakkar,Barley,1990,678.5714286,1187,65.8,26.87
9193,Punjab,Bhakkar,Barley,1991,666.6666667,1187,65.8,26.87
9194,Punjab,Bhakkar,Barley,1992,714.2857143,1187,65.8,26.87
9195,Punjab,Bhakkar,Barley,1993,666.6666667,1187,65.8,26.87
9196,Punjab,Bhakkar,Barley,1994,777.7777778,1187,65.8,26.87
9197,Punjab,Bhakkar,Barley,1995,758.6206897,1187,1575.5,26.61
9198,Punjab,Bhakkar,Barley,1996,809.5238095,1187,1575.5,26.61
9199,Punjab,Bhakkar,Barley,1997,965.5172414,1187,1575.5,26.61
9200,Punjab,Bhakkar,Barley,1998,920,1187,1575.5,26.61
9201,Punjab,Bhakkar,Barley,1999,1045.454545,1187,1575.5,26.61
9202,Punjab,Bhakkar,Barley,2000,851.8518519,1187,1575.5,26.61
9203,Punjab,Bhakkar,Barley,2001,807.6923077,1187,1575.5,26.61
9204,Punjab,Bhakkar,Barley,2002,864.8648649,1187,502,26.58
9205,Punjab,Bhakkar,Barley,2003,875,1187,502,26.58
9206,Punjab,Bhakkar,Barley,2004,1000,1187,502,26.58
9207,Punjab,Bhakkar,Barley,2005,692.3076923,1187,502,26.58
9208,Punjab,Bhakkar,Barley,2006,882.3529412,1187,502,26.58
9209,Punjab,Bhakkar,Barley,2007,687.5,1187,502,26.58
